"GALAXY","STAR","prob_gal"
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
485,15,0.97
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
10,490,0.02
500,0,1
20,480,0.04
475,25,0.95
2,498,0.004
500,0,1
0,500,0
500,0,1
500,0,1
499,1,0.998
500,0,1
0,500,0
500,0,1
14,486,0.028
238,262,0.476
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
92,408,0.184
498,2,0.996
500,0,1
500,0,1
7,493,0.014
500,0,1
1,499,0.002
498,2,0.996
499,1,0.998
3,497,0.006
20,480,0.04
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
494,6,0.988
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
180,320,0.36
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
473,27,0.946
500,0,1
500,0,1
500,0,1
500,0,1
5,495,0.01
491,9,0.982
500,0,1
500,0,1
500,0,1
86,414,0.172
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
487,13,0.974
431,69,0.862
27,473,0.054
500,0,1
421,79,0.842
500,0,1
500,0,1
82,418,0.164
63,437,0.126
500,0,1
500,0,1
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
486,14,0.972
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
383,117,0.766
499,1,0.998
500,0,1
96,404,0.192
499,1,0.998
44,456,0.088
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
431,69,0.862
0,500,0
500,0,1
16,484,0.032
500,0,1
493,7,0.986
500,0,1
334,166,0.668
500,0,1
496,4,0.992
494,6,0.988
374,126,0.748
500,0,1
500,0,1
496,4,0.992
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
6,494,0.012
1,499,0.002
494,6,0.988
429,71,0.858
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
372,128,0.744
3,497,0.006
500,0,1
476,24,0.952
73,427,0.146
500,0,1
65,435,0.13
500,0,1
500,0,1
500,0,1
471,29,0.942
500,0,1
500,0,1
499,1,0.998
497,3,0.994
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
41,459,0.082
17,483,0.034
32,468,0.064
500,0,1
470,30,0.94
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
3,497,0.006
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
480,20,0.96
500,0,1
8,492,0.016
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
7,493,0.014
500,0,1
23,477,0.046
500,0,1
479,21,0.958
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
476,24,0.952
368,132,0.736
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
440,60,0.88
500,0,1
17,483,0.034
407,93,0.814
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
8,492,0.016
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
30,470,0.06
478,22,0.956
500,0,1
500,0,1
500,0,1
387,113,0.774
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
2,498,0.004
3,497,0.006
500,0,1
500,0,1
500,0,1
494,6,0.988
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
17,483,0.034
495,5,0.99
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
175,325,0.35
88,412,0.176
500,0,1
500,0,1
500,0,1
438,62,0.876
0,500,0
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
1,499,0.002
492,8,0.984
498,2,0.996
500,0,1
500,0,1
500,0,1
11,489,0.022
0,500,0
500,0,1
102,398,0.204
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
388,112,0.776
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
334,166,0.668
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
411,89,0.822
500,0,1
451,49,0.902
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
495,5,0.99
499,1,0.998
500,0,1
485,15,0.97
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
1,499,0.002
0,500,0
500,0,1
500,0,1
284,216,0.568
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
32,468,0.064
16,484,0.032
461,39,0.922
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
39,461,0.078
313,187,0.626
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
0,500,0
1,499,0.002
500,0,1
500,0,1
499,1,0.998
442,58,0.884
500,0,1
11,489,0.022
500,0,1
500,0,1
500,0,1
497,3,0.994
450,50,0.9
500,0,1
500,0,1
419,81,0.838
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
316,184,0.632
500,0,1
500,0,1
62,438,0.124
0,500,0
500,0,1
500,0,1
2,498,0.004
68,432,0.136
485,15,0.97
500,0,1
474,26,0.948
489,11,0.978
500,0,1
500,0,1
500,0,1
500,0,1
107,393,0.214
268,232,0.536
500,0,1
500,0,1
489,11,0.978
16,484,0.032
326,174,0.652
500,0,1
495,5,0.99
39,461,0.078
500,0,1
498,2,0.996
449,51,0.898
500,0,1
500,0,1
498,2,0.996
500,0,1
0,500,0
500,0,1
0,500,0
500,0,1
477,23,0.954
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
490,10,0.98
500,0,1
498,2,0.996
499,1,0.998
500,0,1
500,0,1
229,271,0.458
500,0,1
0,500,0
494,6,0.988
0,500,0
0,500,0
320,180,0.64
0,500,0
500,0,1
14,486,0.028
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
390,110,0.78
500,0,1
72,428,0.144
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
31,469,0.062
500,0,1
500,0,1
500,0,1
43,457,0.086
500,0,1
500,0,1
0,500,0
417,83,0.834
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
495,5,0.99
495,5,0.99
500,0,1
499,1,0.998
500,0,1
500,0,1
478,22,0.956
500,0,1
500,0,1
499,1,0.998
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
13,487,0.026
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
469,31,0.938
500,0,1
65,435,0.13
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
486,14,0.972
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
14,486,0.028
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
14,486,0.028
500,0,1
8,492,0.016
498,2,0.996
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
63,437,0.126
500,0,1
500,0,1
500,0,1
19,481,0.038
495,5,0.99
500,0,1
472,28,0.944
1,499,0.002
257,243,0.514
500,0,1
500,0,1
478,22,0.956
500,0,1
500,0,1
500,0,1
454,46,0.908
500,0,1
490,10,0.98
497,3,0.994
467,33,0.934
500,0,1
31,469,0.062
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
51,449,0.102
500,0,1
40,460,0.08
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
3,497,0.006
500,0,1
500,0,1
494,6,0.988
291,209,0.582
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
499,1,0.998
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
96,404,0.192
500,0,1
500,0,1
500,0,1
14,486,0.028
6,494,0.012
500,0,1
10,490,0.02
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
470,30,0.94
23,477,0.046
500,0,1
500,0,1
27,473,0.054
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
9,491,0.018
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
428,72,0.856
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
457,43,0.914
3,497,0.006
20,480,0.04
495,5,0.99
500,0,1
500,0,1
500,0,1
410,90,0.82
500,0,1
493,7,0.986
500,0,1
0,500,0
489,11,0.978
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
445,55,0.89
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
490,10,0.98
500,0,1
500,0,1
316,184,0.632
500,0,1
500,0,1
500,0,1
498,2,0.996
479,21,0.958
500,0,1
500,0,1
500,0,1
500,0,1
33,467,0.066
346,154,0.692
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
5,495,0.01
500,0,1
94,406,0.188
500,0,1
500,0,1
500,0,1
491,9,0.982
500,0,1
498,2,0.996
30,470,0.06
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
27,473,0.054
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
407,93,0.814
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
19,481,0.038
11,489,0.022
75,425,0.15
497,3,0.994
500,0,1
500,0,1
434,66,0.868
500,0,1
3,497,0.006
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
313,187,0.626
500,0,1
448,52,0.896
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
49,451,0.098
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
342,158,0.684
500,0,1
471,29,0.942
500,0,1
500,0,1
484,16,0.968
0,500,0
500,0,1
331,169,0.662
500,0,1
1,499,0.002
85,415,0.17
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
472,28,0.944
500,0,1
500,0,1
8,492,0.016
196,304,0.392
490,10,0.98
500,0,1
0,500,0
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
14,486,0.028
500,0,1
123,377,0.246
500,0,1
500,0,1
500,0,1
500,0,1
1,499,0.002
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
3,497,0.006
0,500,0
500,0,1
500,0,1
8,492,0.016
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
71,429,0.142
488,12,0.976
492,8,0.984
307,193,0.614
498,2,0.996
500,0,1
35,465,0.07
500,0,1
500,0,1
325,175,0.65
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
18,482,0.036
500,0,1
47,453,0.094
500,0,1
500,0,1
436,64,0.872
180,320,0.36
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
484,16,0.968
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
18,482,0.036
500,0,1
463,37,0.926
500,0,1
45,455,0.09
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
14,486,0.028
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
81,419,0.162
500,0,1
499,1,0.998
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
489,11,0.978
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
5,495,0.01
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
15,485,0.03
500,0,1
500,0,1
494,6,0.988
9,491,0.018
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
51,449,0.102
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
455,45,0.91
500,0,1
500,0,1
500,0,1
500,0,1
311,189,0.622
472,28,0.944
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
15,485,0.03
21,479,0.042
500,0,1
500,0,1
500,0,1
9,491,0.018
485,15,0.97
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
454,46,0.908
0,500,0
316,184,0.632
488,12,0.976
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
16,484,0.032
500,0,1
30,470,0.06
500,0,1
350,150,0.7
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
240,260,0.48
500,0,1
500,0,1
500,0,1
500,0,1
300,200,0.6
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
416,84,0.832
500,0,1
498,2,0.996
0,500,0
500,0,1
500,0,1
0,500,0
89,411,0.178
500,0,1
500,0,1
500,0,1
12,488,0.024
500,0,1
500,0,1
454,46,0.908
500,0,1
500,0,1
500,0,1
395,105,0.79
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
480,20,0.96
493,7,0.986
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
172,328,0.344
11,489,0.022
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
394,106,0.788
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
500,0,1
490,10,0.98
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
5,495,0.01
500,0,1
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
7,493,0.014
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
153,347,0.306
500,0,1
500,0,1
494,6,0.988
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
14,486,0.028
500,0,1
500,0,1
500,0,1
500,0,1
482,18,0.964
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
118,382,0.236
500,0,1
500,0,1
14,486,0.028
500,0,1
24,476,0.048
500,0,1
495,5,0.99
500,0,1
438,62,0.876
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
469,31,0.938
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
3,497,0.006
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
484,16,0.968
500,0,1
500,0,1
500,0,1
50,450,0.1
500,0,1
500,0,1
500,0,1
395,105,0.79
500,0,1
500,0,1
500,0,1
11,489,0.022
0,500,0
500,0,1
442,58,0.884
500,0,1
500,0,1
500,0,1
500,0,1
456,44,0.912
448,52,0.896
464,36,0.928
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
27,473,0.054
500,0,1
500,0,1
499,1,0.998
0,500,0
500,0,1
40,460,0.08
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
26,474,0.052
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
357,143,0.714
23,477,0.046
500,0,1
0,500,0
500,0,1
500,0,1
311,189,0.622
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
436,64,0.872
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
36,464,0.072
500,0,1
500,0,1
500,0,1
13,487,0.026
500,0,1
500,0,1
500,0,1
497,3,0.994
487,13,0.974
500,0,1
500,0,1
400,100,0.8
500,0,1
500,0,1
499,1,0.998
465,35,0.93
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
8,492,0.016
496,4,0.992
0,500,0
500,0,1
500,0,1
338,162,0.676
500,0,1
500,0,1
498,2,0.996
500,0,1
2,498,0.004
500,0,1
500,0,1
500,0,1
444,56,0.888
500,0,1
499,1,0.998
500,0,1
498,2,0.996
14,486,0.028
500,0,1
500,0,1
500,0,1
1,499,0.002
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
490,10,0.98
500,0,1
500,0,1
500,0,1
495,5,0.99
500,0,1
500,0,1
500,0,1
500,0,1
470,30,0.94
500,0,1
4,496,0.008
0,500,0
500,0,1
500,0,1
56,444,0.112
500,0,1
500,0,1
500,0,1
500,0,1
406,94,0.812
500,0,1
110,390,0.22
500,0,1
500,0,1
500,0,1
31,469,0.062
500,0,1
500,0,1
480,20,0.96
434,66,0.868
500,0,1
497,3,0.994
500,0,1
500,0,1
50,450,0.1
407,93,0.814
490,10,0.98
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
492,8,0.984
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
497,3,0.994
482,18,0.964
500,0,1
500,0,1
29,471,0.058
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
495,5,0.99
9,491,0.018
500,0,1
500,0,1
16,484,0.032
500,0,1
500,0,1
500,0,1
0,500,0
0,500,0
470,30,0.94
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
134,366,0.268
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
29,471,0.058
0,500,0
500,0,1
371,129,0.742
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
4,496,0.008
500,0,1
500,0,1
10,490,0.02
17,483,0.034
486,14,0.972
500,0,1
500,0,1
500,0,1
430,70,0.86
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
500,0,1
3,497,0.006
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
29,471,0.058
412,88,0.824
500,0,1
500,0,1
492,8,0.984
499,1,0.998
0,500,0
499,1,0.998
500,0,1
483,17,0.966
500,0,1
500,0,1
500,0,1
500,0,1
454,46,0.908
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
80,420,0.16
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
500,0,1
500,0,1
500,0,1
12,488,0.024
500,0,1
22,478,0.044
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
490,10,0.98
500,0,1
458,42,0.916
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
10,490,0.02
500,0,1
500,0,1
500,0,1
7,493,0.014
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
2,498,0.004
500,0,1
30,470,0.06
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
498,2,0.996
500,0,1
500,0,1
48,452,0.096
500,0,1
500,0,1
500,0,1
497,3,0.994
0,500,0
500,0,1
500,0,1
480,20,0.96
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
499,1,0.998
488,12,0.976
500,0,1
371,129,0.742
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
3,497,0.006
500,0,1
500,0,1
500,0,1
500,0,1
338,162,0.676
361,139,0.722
497,3,0.994
500,0,1
500,0,1
488,12,0.976
500,0,1
500,0,1
88,412,0.176
422,78,0.844
500,0,1
311,189,0.622
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
233,267,0.466
500,0,1
500,0,1
500,0,1
9,491,0.018
29,471,0.058
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
498,2,0.996
181,319,0.362
500,0,1
30,470,0.06
492,8,0.984
500,0,1
328,172,0.656
500,0,1
500,0,1
500,0,1
500,0,1
497,3,0.994
495,5,0.99
500,0,1
500,0,1
500,0,1
0,500,0
498,2,0.996
500,0,1
500,0,1
433,67,0.866
500,0,1
500,0,1
500,0,1
74,426,0.148
500,0,1
500,0,1
21,479,0.042
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
42,458,0.084
24,476,0.048
500,0,1
500,0,1
500,0,1
500,0,1
12,488,0.024
38,462,0.076
500,0,1
500,0,1
500,0,1
196,304,0.392
240,260,0.48
500,0,1
500,0,1
486,14,0.972
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
0,500,0
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
491,9,0.982
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
40,460,0.08
500,0,1
499,1,0.998
500,0,1
497,3,0.994
477,23,0.954
11,489,0.022
500,0,1
499,1,0.998
5,495,0.01
0,500,0
465,35,0.93
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
32,468,0.064
491,9,0.982
0,500,0
500,0,1
18,482,0.036
500,0,1
500,0,1
23,477,0.046
481,19,0.962
500,0,1
38,462,0.076
500,0,1
500,0,1
488,12,0.976
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
261,239,0.522
500,0,1
500,0,1
381,119,0.762
500,0,1
496,4,0.992
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
27,473,0.054
7,493,0.014
246,254,0.492
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
496,4,0.992
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
486,14,0.972
484,16,0.968
500,0,1
500,0,1
483,17,0.966
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
9,491,0.018
499,1,0.998
500,0,1
500,0,1
44,456,0.088
498,2,0.996
483,17,0.966
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
500,0,1
79,421,0.158
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
500,0,1
500,0,1
17,483,0.034
500,0,1
500,0,1
500,0,1
18,482,0.036
500,0,1
500,0,1
128,372,0.256
471,29,0.942
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
6,494,0.012
28,472,0.056
500,0,1
500,0,1
500,0,1
0,500,0
500,0,1
500,0,1
500,0,1
200,300,0.4
500,0,1
500,0,1
500,0,1
500,0,1
500,0,1
259,241,0.518
500,0,1
500,0,1
7,493,0.014
500,0,1
0,500,0
500,0,1
499,1,0.998
12,488,0.024
500,0,1
500,0,1
500,0,1
500,0,1
499,1,0.998
500,0,1
499,1,0.998
500,0,1
145,355,0.29
500,0,1
500,0,1
2,498,0.004
500,0,1
500,0,1
500,0,1
500,0,1
334,166,0.668
500,0,1
500,0,1
500,0,1
11,489,0.022
500,0,1
500,0,1
351,149,0.702
